#,,,,,,,,,,
# Results on Tuesday November 24 2020 16:10:38 UTC.,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.105 Safari/537.36 Edg/84.0.522.52,,,,,,,,,
# Design number was non-random = 0,,,,,,,,,,
#,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,
# 1. Time results were received.,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,
# 4. Item number.,,,,,,,,,,
# 5. Element number.,,,,,,,,,,
# 6. Type.,,,,,,,,,,
# 7. Group.,,,,,,,,,,
# 8. Field name.,,,,,,,,,,
# 9. Field value.,,,,,,,,,,
#     Col. 5: Element number.,,,,,,,,,,
#     Col. 6: Type.,,,,,,,,,,
#     Col. 7: Group.,,,,,,,,,,
#     Col. 8: html.,,,,,,,,,,
#     Col. 9: startValue.,,,,,,,,,,
#     Col. 10: endValue.,,,,,,,,,,
#     Col. 11: value.,,,,,,,,,,
1606234238,1547242c9d62ec9d4029baf826b9c620,SingleSlider,8,0,control.ant,2, <br> <p>How surprised would you be to learn during the interview that ...?</p> ,,,
1606234238,1547242c9d62ec9d4029baf826b9c620,SingleSlider,8,0,control.ant,2,<b>Eva is a flepper.</b> ,0,100,0
# The lines below this comment are in groups of 2.,,,,,,,,,,
# The formats of the lines in each of these groups are as follows:,,,,,,,,,,
#,,,,,,,,,,
# Line 1:,,,,,,,,,,
#     Col. 1: Time results were received.,,,,,,,,,,
#     Col. 2: MD5 hash of participant's IP address.,,,,,,,,,,
#     Col. 3: Controller name.,,,,,,,,,,
#     Col. 4: Item number.,,,,,,,,,,
#     Col. 5: Element number.,,,,,,,,,,
#     Col. 6: Type.,,,,,,,,,,
#     Col. 7: Group.,,,,,,,,,,
#     Col. 8: Field name.,,,,,,,,,,
#     Col. 9: Field value.,,,,,,,,,,
# Line 2:,,,,,,,,,,
#     Col. 1: Time results were received.,,,,,,,,,,
#     Col. 2: MD5 hash of participant's IP address.,,,,,,,,,,
#     Col. 3: Controller name.,,,,,,,,,,
#     Col. 4: Item number.,,,,,,,,,,
#     Col. 5: Element number.,,,,,,,,,,
#     Col. 6: Type.,,,,,,,,,,
#     Col. 7: Group.,,,,,,,,,,
#     Col. 8: Sentence (or sentence MD5).,,,,,,,,,,
1606234238,1547242c9d62ec9d4029baf826b9c620,AY_Form_inst,9,0,null.presup,3,_REACTION_TIME_,1193,,
1606234238,1547242c9d62ec9d4029baf826b9c620,SingleSlider,9,1,null.presup,3,<p>On this planet%2C some aliens are gogopos and some aliens are not gogopos.</p> <p><b>You notice the word 'dord' on a guidebook%2C but no one explains it to you.</b></p> <p>You are about to interview Diane%2C an alien from this planet. The information you've collected about Diane so far suggests this: <b>If Diane is a gogopo%2C she will yapple her dord.</b></p> ,,,
# The lines below this comment are in groups of 2.,,,,,,,,,,
# The formats of the lines in each of these groups are as follows:,,,,,,,,,,
#,,,,,,,,,,
# Line 1:,,,,,,,,,,
#     Col. 1: Time results were received.,,,,,,,,,,
#     Col. 2: MD5 hash of participant's IP address.,,,,,,,,,,
#     Col. 3: Controller name.,,,,,,,,,,
#     Col. 4: Item number.,,,,,,,,,,
#     Col. 5: Element number.,,,,,,,,,,
#     Col. 6: Type.,,,,,,,,,,
#     Col. 7: Group.,,,,,,,,,,
#     Col. 8: Sentence (or sentence MD5).,,,,,,,,,,
# Line 2:,,,,,,,,,,
